sentence,prob,sent_length,source,sentence_num,id,step,phase,prob_class,group_id
His chorus identity was also named Quaxo.,-46.98116,short,bert,0,4_0,2,early,low,28
The chorus identity was also named Quaxo.,-41.89673,short,bert,0,7_0,4,early,low,3
The chorus singer is now Javier Perrese.,-35.514053,short,bert,0,0_0,8,early,low,5
The new coach was the 2009 Kentucky Armoury.,-42.523857,short,bert,0,1_1,16,early,low,2
The uterus is also called Digmitty.,-25.184315,short,bert,0,3_3,32,early,low,27
The blond girl and himself and Stratos.,-29.93386,short,bert,0,9_6,64,early,low,28
The current lake is part of the lake family.,-18.457472,short,bert,0,4_12,128,early,low,16
Lyrics by Kato for the main characters Moya.,-30.384462,short,bert,0,4_25,256,early,low,16
His third marriage was to Maria Einoder Berg.,-24.61942,short,bert,0,9_51,512,early,low,20
Its strongly audible ideals required an equally audible medium.,-51.21792,short,bert,1,4_0,0,early,low,18
Its better audible ideals required an equally audible medium.,-53.5185,short,bert,1,4_0,1,early,low,2
Its better audible ideals required an acquired audible medium.,-60.75578,short,bert,1,4_0,2,early,low,27
His also audible ideals required an improved recording medium.,-51.695732,short,bert,1,1_0,4,early,low,8
Its highest threaded specification required an appropriate recording system.,-48.321655,short,bert,1,7_0,8,early,low,10
The chain chain jobs require tool external electrical circuits.,-68.97472,short,bert,1,2_1,16,early,low,25
The newly elected president proposes an early recall strategy.,-30.907711,short,bert,1,9_3,32,early,low,1
Cleaning of withers is typically done by patients.,-28.503284,short,bert,1,8_6,64,early,low,7
The general colour system has many areas of overlap.,-26.363895,short,bert,1,2_12,128,early,low,16
Perhaps I should have taken advantage of his absence.,-6.8158865,short,bert,1,7_25,256,early,low,4
"So finally, she found herself saying something stupid.",-14.971916,short,bert,1,2_51,512,early,low,22
Alikampet's mother is Joy Rose.,-40.232235,short,bert,2,3_0,0,early,low,30
Alitupet's mother is Joy Rose.,-45.076862,short,bert,2,0_0,1,early,low,18
Aliya Rose's mother is Joy Rose.,-20.101353,short,bert,2,6_0,2,early,low,17
Ali Popov's mother is Joy Rose.,-35.753357,short,bert,2,9_0,4,early,low,13
Ali Popov's name was Princess Anna.,-32.26495,short,bert,2,9_0,8,early,low,2
"Avahla's left, lips curved.",-37.28883,short,bert,2,8_1,16,early,low,6
Karcher's book inspired WM.,-16.921352,short,bert,2,4_3,32,early,low,7
Irene-spilled's lips settled on coa.,-64.08418,short,bert,2,6_6,64,early,low,21
Bohringer's father was a doctor.,-9.570274,short,bert,2,5_12,128,early,low,23
Wynand's ticket won another term.,-11.11284,short,bert,2,1_25,256,early,low,22
Ayden's father called the police.,-4.1596355,short,bert,2,1_51,512,early,low,22
The release of Latvian euros began in July 2013.,-44.950905,short,bert,3,0_0,0,early,low,11
Official production of Latvian euros began in July 2013.,-44.93344,short,bert,3,4_0,1,early,low,10
Mass production of Latvian euros began in July 2013.,-37.12205,short,bert,3,2_0,2,early,low,30
Mass production of privately euros started in July 2013.,-43.372017,short,bert,3,6_0,4,early,low,4
Rapid development of agricultural fields immediately to the north.,-16.796217,short,bert,3,1_3,32,early,low,21
This planet contains the only stars in the sky.,-12.99567,short,bert,3,1_6,64,early,low,17
The name means a street distal to the station.,-17.469955,short,bert,3,6_25,256,early,low,12
Their goal is to venture over the moratorium.,-27.738605,short,bert,3,6_51,512,early,low,2
The route numbers generally increase moving north to south.,-39.42032,short,bert,4,7_0,0,early,low,29
Continued route paved generally increase moving north to south.,-70.200775,short,bert,4,1_0,1,early,low,15
Official route numbers generally increase moving north to communicate.,-50.78547,short,bert,4,3_0,2,early,low,29
The performance does generally increase moving north to south.,-47.2875,short,bert,4,7_0,4,early,low,12
"Bus services along generally, extending southward into Johor.",-44.354713,short,bert,4,5_0,8,early,low,4
Water park benefits often integrate both north and south.,-30.714622,short,bert,4,6_1,16,early,low,5
The security needs to be both north and south.,-16.427334,short,bert,4,6_3,32,early,low,26
These roads now cross it from north to south.,-11.928302,short,bert,4,2_6,64,early,low,2
The Danforth power corridor runs west-east.,-18.38427,short,bert,4,9_12,128,early,low,16
Her voice is shaking with a barely audible breath.,-14.220595,short,bert,4,8_25,256,early,low,19
This marine species is known from Kenya and Ethiopia.,-5.6128755,short,bert,4,2_51,512,early,low,16
The individual diving competitions all consisted of three rounds.,-16.496256,short,bert,5,0_0,0,early,high,9
The individual diving competition all consisted of three rounds.,-22.109255,short,bert,5,0_0,1,early,high,13
The individual divingrs all consisted of three rounds.,-45.168304,short,bert,5,1_0,2,early,high,4
The 43 Divingrs all consisted of three rounds.,-49.144836,short,bert,5,1_0,4,early,high,18
The public relations events performed consisted of two rounds.,-23.76984,short,bert,5,2_0,8,early,high,8
The platform diving events were one of six events.,-8.671114,short,bert,5,9_1,16,early,high,24
The two numberings are made of different values.,-23.641756,short,bert,5,5_3,32,early,high,14
These two tolerates are identical at various frequencies.,-32.548634,short,bert,5,5_6,64,early,high,9
This one time relegation edition consists of 12 teams.,-26.417204,short,bert,5,7_12,128,early,high,4
The general was nearly killed by the iron rangers.,-30.84322,short,bert,5,6_25,256,early,high,3
"He smiled, and it surprised me a little.",-4.1052246,short,bert,5,2_51,512,early,high,17
About 170 camp participants attend the camps each week.,-27.664871,short,bert,6,5_0,0,early,high,13
About 170 campers attend full camps each week.,-23.06726,short,bert,6,9_0,1,early,high,22
About 170 campers spend summer camps each week.,-24.828514,short,bert,6,0_0,2,early,high,7
About 170 campers are comedy writers each week.,-31.710377,short,bert,6,4_0,4,early,high,14
About eighty campers visit the park every week.,-13.551666,short,bert,6,1_0,8,early,high,29
Around 250 ordinary residents visit the port each day.,-28.440298,short,bert,6,3_1,16,early,high,3
Approximately 200 internees visit the park per year.,-20.480999,short,bert,6,8_3,32,early,high,24
Many experienced climbers climb the mountain every year.,-6.64554,short,bert,6,7_6,64,early,high,17
Only 22 other individuals controlled the board of directors.,-19.563494,short,bert,6,8_12,128,early,high,17
He had several roles with the school of drama.,-15.978725,short,bert,6,8_25,256,early,high,5
About three thousand pilgrims visit the temple every year.,-7.380719,short,bert,6,5_51,512,early,high,10
The theme song was composed by Alan Thicke.,-11.046532,short,bert,7,1_0,0,early,high,3
The theme song was composed by Alan Thicke.,-11.046532,short,bert,7,1_0,1,early,high,14
The theme song was composed by Alan Thicke.,-11.04653,short,bert,7,4_0,2,early,high,26
The theme song was composed by Robin Thicke.,-7.619029,short,bert,7,5_0,4,early,high,6
The title song was written by Robin Maye.,-13.266958,short,bert,7,5_0,8,early,high,12
The sheet music was composed by Francis Peake.,-11.324283,short,bert,7,6_1,16,early,high,30
The original score was composed by Russell Stuckey.,-11.257745,short,bert,7,4_3,32,early,high,6
The music score was composed by Mark Humphreys.,-11.887255,short,bert,7,0_6,64,early,high,11
The music video was directed by Bob Elan.,-17.339851,short,bert,7,1_12,128,early,high,24
The music video was directed by John 114 Fox.,-21.549677,short,bert,7,1_25,256,early,high,26
He said to answer 911 with his phone first.,-36.070274,short,bert,7,2_51,512,early,high,20
She grew up with two brothers and ten sisters.,-9.537745,short,bert,8,4_0,0,early,high,28
She grew up with five brothers and ten sisters.,-8.025244,short,bert,8,0_0,1,early,high,1
She grew up with two brothers and ten sisters.,-9.537745,short,bert,8,4_0,2,early,high,9
She grew up with five brothers and ten sisters.,-8.025244,short,bert,8,8_0,4,early,high,15
She grew up with two brothers and two sisters.,-3.5162444,short,bert,8,3_0,8,early,high,7
She grew up with two brothers and two sisters.,-3.5162444,short,bert,8,3_1,16,early,high,3
She grew up with four brothers and two sisters.,-3.9985151,short,bert,8,3_3,32,early,high,20
Donovan grew up with four brothers and two sisters.,-10.327301,short,bert,8,8_6,64,early,high,12
She grew up with five brothers and three sisters.,-4.637332,short,bert,8,2_12,128,early,high,22
Casey grew up with 9 siblings and 9 sisters.,-24.220179,short,bert,8,2_25,256,early,high,21
She grew up with 5 brothers and 6 sisters.,-6.48319,short,bert,8,7_51,512,early,high,3
A total of 16 teams were invited to participate.,-5.408518,short,bert,9,0_0,0,early,high,24
A total of 16 teams were invited to participate.,-5.408518,short,bert,9,0_0,1,early,high,8
A total of 16 teams were invited to participate.,-5.408518,short,bert,9,0_0,2,early,high,14
A total of 6 teams were invited to participate.,-6.4689364,short,bert,9,5_0,4,early,high,1
A total of 17 teams were eligible to enter.,-10.387332,short,bert,9,9_0,8,early,high,10
A total of 9 nations were invited to participate.,-8.687564,short,bert,9,8_1,16,early,high,26
A total of 16 boats were entered into competition.,-5.5188136,short,bert,9,2_3,32,early,high,23
A total of seventeen athletes were registered to compete.,-10.43579,short,bert,9,4_6,64,early,high,23
A total of 23 athletes were qualified to compete.,-5.786723,short,bert,9,8_12,128,early,high,9
A number of established groups are performed in london.,-29.706923,short,bert,9,4_25,256,early,high,30
The population of the municipality is 934 inhabitants.,-7.140421,short,bert,9,9_51,512,early,high,7
