sample_id,sent_id,sentence,prob_1
922,2097379,A survey was also carried out on a proposed extension from Sladen to Sowerby Bridge.,-25.68636703491211
924,787035,(Note the name is given both with and without the hyphen in different sources.),-21.91490364074707
926,554817,"Flying models can be assembled from ""kits"", built from plans or made completely from scratch.",-35.86162567138672
927,3209992,Their children end up bickering with each other and get tangled with their own personal issues.,-30.488805770874023
928,2723521,Usually there is a description of the inspiration for the piece written in the style of a blog.,-28.573814392089844
929,1595455,"At almost every event, the audience is dared to count all the sets of triple Xs.",-56.77704620361328
930,2823895,The Royal Navy won the first match in 1907 but the Army have won the other anniversary matches.,-40.30320739746094
931,2055712,The PW sold one of their B40-8Ws to the Arkansas-Oklahoma Railroad.,-54.03584671020508
932,2947424,The gender makeup of the town was 51.4% male and 48.6% female.,-1.7600747346878052
933,658854,"It is frequently used in jazz guitars, mounted under the fingerboard or on the pickguard.",-31.403465270996094
934,383258,The coastal areas offshore of the Vanuatau islands are home to many species of fish.,-29.520572662353516
935,2121433,He earned a trip to the All-Star game and the Northwest League MVP Award that season.,-12.604654312133789
936,635556,The MMRDA stated that MMOPL cannot re-brand station's without its permission.,-52.30445098876953
937,2587270,"The longer the student had attended the school, the more branches he would be expected to carry.",-31.279041290283203
938,2112607,They emerged from Detroit's active garage rock revival scene of the late 1990s and early 2000s.,-19.816329956054688
939,2999512,"Allen attended Clemson University, where he played for the Clemson Tigers football team from 2008 to 2011.",-20.348913192749023
940,2250287,"Orhan I, the second Bey of the Ottoman Empire, captured the city in 1356.",-32.9576530456543
941,2898197,Chambois is a former commune in the Orne département in north-western France.,-5.835549831390381
942,2589112,"Flight attendants, and pilot unions honored the IAM picket lines then went on strike at midnight.",-58.89082336425781
943,2579896,"A similar custom in Mesopotamia gave rise to the so-called ""cuneiform"" system.",-15.463281631469727
944,827245,The IEBCOMPR utility is used to compare two sequential or partitioned datasets.,-64.44209289550781
945,2059480,The South Vietnamese Army (ARVN) also used Da Nang as a ranger training facility.,-14.61562442779541
946,555300,"Multi-camera sitcoms use a different, specialized format that derives from stage plays and radio.",-38.64360809326172
947,3512425,"Thus a boundary divided autonomists; but they lined up together against centralized authority.",-64.52833557128906
948,2659192,They were chased by the former breakaway riders who made contact in the run-in to Glendale.,-42.07072448730469
949,2544249,Girls could be abducted for marriage which meant the man did not have to pay a bride price.,-28.6230411529541
950,2724517,He took over a program coming off two straight losing seasons and reeling from a massive gambling scandal.,-30.677858352661133
952,2428816,"After nearly two months, they are found dead by the guards, but suddenly revive and escape.",-26.757705688476562
953,2115293,Haley and his bandmates crafted a rockabilly sound during this period as the Saddlemen.,-36.4167366027832
954,1677450,Consume the Forsaken is the third studio album by death metal band Disgorge.,-13.759965896606445
955,1554974,At the south end of the station are unstaffed exits leading to Gravesend Neck Road.,-25.64014434814453
956,1601784,The population density was 0.4 people per square mile (0.1/km²).,-5.910309791564941
957,2054434,Most assumed this was waste that the Army Corps of Engineers had collected and planned to dispose of.,-36.460792541503906
958,2479231,"As with many a boomtown, it attracted a number of opportunists and outlaws.",-21.317609786987305
959,226487,The house they choose belonged to a bank defaulter who had hidden stolen securities in the walls.,-45.677818298339844
960,389889,The interior including a new staircase was constructed in the manner of a late nineteenth century colonial club.,-43.35127639770508
961,3429750,"From the results and her own feedback, she had improved antero-posterior symmetry of stance.",-56.58143615722656
962,963050,"Saint Cyril of Jerusalem claimed the Jewish Patriarchs, or Nasi, were a low race.",-45.92082595825195
963,1329443,"The first day at Fenner's was ruined by rain, with only 6 overs possible.",-22.721248626708984
964,3392270,"In 1998, Addis became a general manager of Tom Addis Auto Group, until 2016.",-47.03477478027344
965,104411,The average class was 17 people with three or four CYMA participants as leaders of each class.,-47.372615814208984
966,879102,Tobey Maguire had one of his earliest roles as a stoned teenager in a car wreck.,-25.562454223632812
967,272864,"When Daffy confronts the hunter, the hunter turns his attention to going after Daffy instead.",-6.195981979370117
968,2207642,Diodorus observes at this point that the Thebans thereafter faced the Spartans with confidence.,-27.076316833496094
969,3026705,"(Some commitments of responsibility did occur, but not immediately after the nomination of the government.)",-40.08125686645508
970,78932,"They've been imposed by CA to send a strong message and I have accepted them.",-52.121734619140625
971,1056273,"His owners, Traffic Sports, are in the process of placing Quiñones at a club.",-56.81330871582031
972,1551625,"It ""can"" be scanned regularly: The problem arises with the words ""strong youth"".",-66.37696838378906
973,2126419,Its pouches also allow the mouse to survive when there is limited food or predation risk.,-29.352556228637695
974,2305054,"For producing the new songs for the album, Madonna worked with David Foster and Nellee Hooper.",-31.30529022216797
975,1595377,It was in or near Peshawar that she eventually came into contact with a Hindu sadguru.,-27.259672164916992
976,721670,"Direct flights are available from Sialkot International Airport to Karachi, Faisalabad and Kuwait.",-12.078228950500488
977,787478,Étoile du Sahel won 3–2 on aggregate and advanced to the second round.,-51.41872787475586
978,1726392,"This method grosses about 250 baht per day, or $7.30 a day.",-30.806018829345703
979,2252966,There are potential antidepressant and anxiolytic effects of ayahuasca.,-7.642988204956055
980,3201804,"Craig played college football at Auburn University from 1993 to 1997, where he wore jersey number 16.",-26.47647476196289
981,2342495,"His work and public accolades made him an expert and speaker, particularly regarding political instability in Nigeria.",-48.27588653564453
982,2289563,The event's harsh environment and remote location requires participants to be responsible for their own subsistence.,-30.118988037109375
983,2273295,Considerable wind tunnel testing of the various models was carried out at NASA's Langley Research Center.,-18.252450942993164
984,969145,Michigan logging wheels that were used to drag logs out of the woods are displayed on the grounds.,-37.80882263183594
985,2338175,"Parades are also held on the service holidays: Army Day, Navy Day and Air Force Day.",-22.20793914794922
986,3390105,"The Nepal Army Club won the first semi-final, beating Province Number 3 by 64 runs.",-49.85926818847656
987,2565831,"The specific epithet is derived from Ancient Greek ' ""whole"" and ' ""silken"".",-24.110557556152344
988,3120164,"In the Mutant X universe, Doom is a superhero and leader of his own super-team.",-17.445343017578125
989,805490,"Miguel Ángel Flores Rodríguez is born & raised in Mexico City, Mexico on August 14, 1975.",-35.038997650146484
990,2888296,He was given an envelope and told to write his name in pencil on the back of it.,-9.284490585327148
991,3338250,"Currently, the sole BŻ-1 GIL is preserved in the Polish Aviation Museum in Kraków.",-37.569549560546875
992,658685,"Generally, the less the oxidizer, the slower the burning and the more light produced.",-25.294578552246094
993,1610279,"In 1938, the McKinnon St. Simons Island Airport opened, serving general aviation.",-18.544349670410156
994,1715819,He retained his seat in the 2010 general election with a 5% swing from the Liberal Democrats.,-12.307998657226562
995,888906,The relevant person must be a professional art dealer in order to be liable to pay the royalty.,-32.62870788574219
996,574241,"""Hypericum denticulatum"" is an erect perennial, typically glabrous throughout.",-22.90548324584961
997,1933215,"Andy Roddick was the defending champion, but lost in the quarterfinals to Sam Querrey.",-0.3959125280380249
998,2335347,"Prior to the 2015 season, the Nationals exercised an option to extend Williams through the 2016 season.",-24.017372131347656
999,2868435,"It has spun off ""Imperial Light"", ""Imperial Silver"" and ""Imperial Ultra"".",-75.14236450195312
