sample_id,folder_id,sent_id,sentence,prob_1
755,AE,10027,"This university is present in the city, in the Campus ""Las Lagunillas"", and also in Úbeda and Linares with some of the degree courses.",-33.58860397338867
756,AE,943,"Middlesbrough has the region's highest rate with 7.2% persistent truants, which is the second highest rate in England after Manchester (7.3%).",-47.60755157470703
757,ED,5462,"The Triplet was adequate for contact prints from medium format roll film cameras and small enlargements from 35mm ""miniature"" format cameras, but not for big ones.",-92.35861206054688
758,ED,10346,"In 2006 he performed in Amsterdam in a Dutch version of Gertrude Stein’s chamber opera 'Dr. Faustus Lights the Lights', with music by Guus Janssen.",-74.44060516357422
759,ED,7310,"He won a silver medal for his division at the 2006 European Wrestling Championships in Moscow, Russia, losing out to Russia's Kuramagomed Kuramagomedov.",-18.572938919067383
760,ED,3269,The Hunrodeiche is located in the Lower Harz in the Harz/Saxony-Anhalt Nature Park and within the South Harz Karst Landscape Biosphere Reserve.,-43.17148208618164
761,ED,8893,"In 2014, Harrisburg High School enrollment was reported as 1,146 pupils in 9th through 12th grades, with 81% of pupils eligible for a free lunch due to family poverty.",-22.445907592773438
762,ED,4059,"The Peter Obiled administration in Anambra State has the following development projects:-    The predominant religion in Anaku is Christianity, with about 10% practicing the traditional religion.",-79.99920654296875
763,ED,10692,"Gustavo Balart  Gustavo Eddy Balart Marin (born February 10, 1987 in Santiago de Cuba) is a Cuban mixed martial artist competing in the Strawweight division of ONE Championship.",-63.67654037475586
764,BE,2454,"During its early stages, finished episodes of ""South Park"" were hastily recorded to D-2 to be sent to Comedy Central for airing in just a few days' time.",-58.9367561340332
765,BE,13687,"Furry lobster  Furry lobsters (sometimes called coral lobsters) are small decapod crustaceans, closely related to the slipper lobsters and spiny lobsters.",-21.997344970703125
766,BE,3885,"This was in contrast to the non-committal attitude of his elder brother, Henry's stepfather, who was inhibited by the fact that Richard held his son hostage.",-33.101654052734375
767,BE,13001,"The 2015 Eurobarometer survey showed that 44% of Estonians supported gay, lesbian and bisexual people having the same equal rights as heterosexuals, while 45% were opposed.",-38.94300079345703
768,BE,6907,"They were the only operators on the Red River during the 1870s, and were important factors in the development of Winnipeg and south Manitoba through the transportation of immigrants, mail and supplies.",-53.792449951171875
769,BE,641,"Sitting with her baby daughter, Steffanie, by a log fire, she was sure that she could see the face of her father smiling at her in the flames. """,-49.88817596435547
770,BE,2924,"Local trains were mainly worked by Class 26s supplemented by Class 25s and Class 37s, while freight services were hauled by a variety of classes including Clayton Class 17s.",-63.82236099243164
771,FE,11116,"Due to deforestation and habitat destruction, the Antanosy day gecko is losing more and more land they can potentially inhabit, especially the plants they rely on so heavily.",-53.41962432861328
772,FE,13577,"He first started making music at the age of 19 as a demo vocalist at Sound Stigma Studios, where he discovered his love for songwriting and began to develop his career in music.",-62.71738815307617
773,FE,549,"Notable holdings include mandolins owned by Gaetano Vinaccia, an Italian luthier, and Masakichi Suzuki, the first person in Japan to build a mandolin.",-35.648555755615234
774,FE,1781,"Their musical style has been described as embodying a ""strong sensibility for humanity and ... using their music to showcase and inspire empathy and kindness to others.""",-30.46337890625
775,FE,11288,"PTM provides solutions and develops ""plastic transformation projects"" tailored to FEMSA Enterprises and third-party clients in terms of materials handling, automobiles, and food/beverages.",-89.7085952758789
776,FE,2102,"In 2010, news reports indicated that Agent Orange herbicide was applied by helicopter to 98 acres of Training Area 47 in July 1967 prior to the establishment of Camp Crockett.",-64.7555160522461
777,FE,6312,"In 2012, the ""Morris Sun Tribune"" received third place for best website and third place in government and public affairs reporting in the Minnesota Newspaper Association's Better Newspaper Contest.",-72.54804992675781
778,EJ,1110,"When she enlists Max to hack the account to see where it originated, he finds that it has been routed through countless proxies, and is untraceable.",-46.95936965942383
779,EJ,6503,"It uses paired phones to enable interactive features such as Google Now cards, search, navigation, playing music, and integration with apps such as fitness, EverNote, and others.",-99.78742980957031
780,EJ,1508,Garreth Bloor  Garreth Bloor is President of the Canada-Africa Chamber of Business in Toronto and a South African founder of a venture capital firm.,-22.372434616088867
781,EJ,11417,"Tovar's interest in music promotion developed in 1981, when his younger sister told him that the police were stifling the development of punk rock music in southern California.",-42.25665283203125
782,EJ,8600,"Tallon would later move to New Brunswick, where he eventually teamed up with another ex-Ontarian in Russ Howard, who had beaten him in the 1986 Ontario championship finals.",-61.53015899658203
783,EJ,3978,"On a global level she is on the technical advisory group of Global SCD Research Network, co-chairing the working group responsible for hydroxyurea therapy in Africa.",-49.160884857177734
784,EJ,11422,"In the second week, the album fell to number three in France selling 10,271 copies and went down to number fourteen in Canada with sales of 2,032 units.",-50.62141418457031
785,EB,9979,"The Sindh Local Government Act of 2013 (SLGA 2013) further carved the city into 6 districts, with two new districts (Korangi and Malir) being formed.",-59.016971588134766
786,EB,1710,"Hemorrhaging, signifying substantial damage to the lining of the airways and lungs, can occur with exposure to highly corrosive chemicals and may require additional medical interventions.",-31.927471160888672
787,EB,3107,"While paying her respects to Professor X at his grave, Scarlet Witch is confronted by Rogue about her role in everything that has happened to the X-Men and the mutant race.",-18.515953063964844
788,CC,5406,"When I Argue I See Shapes  ""When I Argue I See Shapes"" is a song by Scottish rock band Idlewild, from their 1998 album ""Hope Is Important"".",-34.86945343017578
789,CC,6027,"Monetary policy instruments are used for managing short-term rates (the federal funds rate and discount rates in the U.S.), and changing reserve requirements for commercial banks.",-67.42200469970703
790,CC,9770,"Some were killed on the night following the beginning of the arrests, while some were thrown into cave-pits and others were killed on the banks of the Neretva river.",-46.73683166503906
791,CC,13099,"Tim Kliphuis  Tim Kliphuis (born 30 September 1974 in Utrecht, Netherlands) is a Dutch violinist renowned for mixing gypsy jazz with classical and folk music.",-38.61063766479492
792,CC,3437,The qualities of the 'Jersey' breed have been much prized by dairy farmers all over the world and the 'Jersey' can now be found grazing fields in over 100 countries.,-42.08705139160156
793,CC,10705,It would be run by the Cabot Learning Federation with a proposed £4 million new building that would be built on the site and students were being invited to apply for places.,-57.67475891113281
794,AD,6762,"Bogdanovich was influenced by the French critics of the 1950s who wrote for ""Cahiers du Cinéma"", especially critic-turned-director François Truffaut.",-22.724939346313477
795,AD,12122,"By 3:30 pm, Forrest had concluded that the Union troops could not hold the fort, thus he ordered a flag of truce raised and demanded that the fort be surrendered.",-29.14251708984375
796,AD,10237,"However, because Earth's climate is inherently a complex system, simple Fourier analysis or climate modelling often does not create a perfect replication of the observed or inferred conditions.",-62.796173095703125
797,AD,3904,"Studies (notably ""The Magical Number Seven, Plus or Minus Two"") have suggested that the short-term memory of adult humans can hold only a limited number of items;",-47.27210998535156
798,AD,7147,"After marking and kicking North Melbourne's opening goal in the first quarter, he struggled to get on top of the Carlton champion and was moved to the midfield after half time.",-56.963783264160156
799,AD,9076,Planner featured a procedural interpretation of logical sentences where an implication of the form (P implies Q) can be procedurally interpreted in the following ways using pattern-directed invocation:,-88.14633178710938
800,DX,8482,"She was a tall, lean woman, with an upright carriage, a strong, intelligent countenance, bright eyes, a very good expression, and a rather winning voice.",-59.35775375366211
801,DX,6134,"The most common physical methods used to lyse, kill, and remove cells from the matrix of a tissue through the use of temperature, force and pressure, and electrical disruption.",-78.14137268066406
802,DX,5877,"covering all procedures, carried out with or without instruments which involve interference with the sensitive tissues or the bone structure of an animal, and are carried out for non-therapeutic reasons.",-50.54331970214844
803,DX,5740,"He oversaw smallpox and measles vaccination in the region, Upper Volta's recognition of the Taiwan, and U.S. support and interest in the region.",-43.549259185791016
804,DX,3483,"The resorts will present a series of performances, parades, dining experiences, meet-and-greets and photo opportunities highlighting characters such as Po from ""Kung Fu Panda"";",-87.4434814453125
805,DX,5190,Counsel Anil Sakhare had stated to the court that the stall vendors blocked the construction and infrastructure development and most of the vendors opposed the eviction notice given to them.,-73.464599609375
806,DX,11955,"Vivek Patil  Vivekanand Shankar Patil is a politician of the Peasants and Workers Party of India, and the founder of the Karnala Sports Academy.",-30.83989715576172
807,AP,10734,"Although this sixth patrol proved to be her longest in both time and distance, she only managed to put two torpedoes into a freighter on 14 May, and it refused to sink.",-45.51428985595703
808,AP,8207,"Another frequent progression is the sequence of descending thirds (I–vi–IV–ii–|–V in root position or first inversion), alternating major and minor chords.",-175.01596069335938
809,AP,453,"By the time repair personnel had sawed off the fixture, crosswinds at the Shuttle Landing Facility exceeded the limits for a return-to-launch-site abort.",-66.40670776367188
810,AP,2746,"Making Jewish Humor"", Yiddish literature scholar Ruth Wisse stated that ""if I ask an assortment of Israelis, 'what comes to mind when I say, Israeli humor?'",-80.81990051269531
811,AP,6278,"On May 30, 1837, a month after his marriage to Phoebe, Woodruff left Kirtland along with Jonathan Hale and Milton Holmes to serve a mission in New England.",-47.81412124633789
812,AP,3863,There was also a naval ensign which had a red and green border and a civil ensign which looked the same as the naval ensign but without the lion and sun in the middle.,-32.399009704589844
813,DY,10057,"In 2011, there were plans for the installation of a new rolling machine producing up to 400,000 tons of europrofile cylinder locks a year, starting in 2012.",-68.67140197753906
814,DY,12311,"It was listed at number eight on Insound's Top Albums of 2012 and at number thirty-seven on ""Under the Radar""'s Top 50 Albums of 2012.",-28.862781524658203
815,DY,639,"Reinhard I took part in a war archbishop Werner von Eppstein of Mainz fought against the counts of Rieneck, their main stronghold being the Spessart mountains.",-56.60753631591797
816,CJ,4018,"""Rolling Stone"" magazine rated the Ventures' version of ""Walk, Don't Run"" as number 82 on their list of the 100 Greatest Guitar Songs of All Time.",-38.80095672607422
817,AO,3099,"Beginning in January 1834 and ending in August of the same year, the society published the American Anti-Slavery Reporter, a monthly periodical containing professional essays regarding the subject of slavery.",-42.153289794921875
818,AO,3803,"Paul, however, mistakenly places the pact in the reign of the Lombard king Grimoald, who died in 671, before Dagobert had even returned from Ireland.",-45.386940002441406
819,AC,1408,"Berliner's lateral disc record was the ancestor of the 78 rpm, 45 rpm, 33⅓ rpm, and all other analogue disc records popular for use in sound recording.",-45.53778839111328
820,AC,10901,"Because a federal law provides federal funds to states that prohibit the sale of alcohol to minors under the age of twenty-one, all fifty states have set their drinking age there.",-40.88032531738281
821,AC,14361,"ZZ Top made a guest appearance in the episode ""Sweet Dreams"" (Season 3 Episode 8) of the television show ""St. Elsewhere"" on November 14, 1984.",-30.42340850830078
822,AC,7872,"The 2000 United Nations Millennium Declaration failed to deal with these new demands, mentioning only ""the right to self-determination of peoples which remain under colonial domination and foreign occupation.""",-42.58957290649414
823,AC,12192,"Despite great advances in solid-state photodetectors, the single-photon detection capability of photomultiplier tubes makes this vacuum tube device excel in certain applications.",-53.52874755859375
824,AC,9455,"An amalgam tattoo is when amalgam particles are implanted in to the soft tissues of the mouth, usually the gums, during dental filling placement or removal.",-57.31068420410156
825,AC,5625,"In 1991, the name of the organization was changed to Science Fiction and Fantasy Writers of America, to reflect the fact that the organization had always included writers working in multiple genres.",-14.777711868286133
826,AC,9846,"In June 2013, it was announced that ""Thing X"" would be shutting down with some staff moving over to parent website adultswim.com on June 18, 2013.",-61.759925842285156
827,AC,7688,"To honor the 40th anniversary of the 1958 NFL Championship, also known as ""The Greatest Game Ever Played"", the following participants of that game appeared during the coin toss ceremony:",-43.61677169799805
828,CZ,9971,"The Battalion was broken up, out processed, and inactivated on 26 November 1945 at Camp Kilmer, New Jersey and Officers and Soldiers returned by detachments to camps nearest their homes.",-67.86727905273438
829,CZ,1677,"also known as North Park) is a primarily residential neighborhood in north Dallas, Texas near Love Field airport and the neighborhoods of Love Field, Bluffview, and Greenway Parks.",-56.334197998046875
830,CZ,13575,"Gago, who stands tall, competed in 1992 as Miss Bolívar in her country's national beauty pageant, Miss Venezuela, obtaining the title of ""Miss World Venezuela"".",-37.568504333496094
831,CZ,6894,"During the Nazi occupation, German terror in Bezirk Białystok worsened and most atrocities on civilian population were committed by German units and police from neighboring East Prussia.",-60.19232940673828
832,CZ,6956,"Phil McKnight  Phil McKnight (15 June 1924 – 25 May 2018) was a Scottish footballer, who played for Alloa Athletic, Chelsea and Leyton Orient.",-68.12352752685547
833,CZ,8982,"He moved to the UK in 2008, signing with the Basingstoke Bison and left on 30 September 2009 United Kingdom to sign for French team Rapaces de Gap.",-41.992340087890625
834,CY,13900,"Some old viruses, especially on the DOS platform, make sure that the ""last modified"" date of a host file stays the same when the file is infected by the virus.",-58.71452713012695
835,CY,6091,"Ehsaan  Ehsaan, a Pakistani Urdu black & white film, was another melodious presentation by Waheed Murad & Pervaiz Malik as a duo.",-44.580535888671875
836,CY,4586,"Through Tigranes, he was a descendant of King Archelaus of Cappadocia, King of Judea Herod the Great and his wife Mariamne.",-4.973126411437988
837,CY,8940,"Most of these early cars had originally been open top, but most were modernised with top covers and the later survivors also received vestibule screens and enclosed balconies.",-69.71434020996094
838,CY,1669,"In 1956, he was elected to the Legislative Assembly of Queensland as the member for Nundah, but he was defeated the following year, having defected to the Queensland Labor Party.",-14.5994873046875
839,CY,771,"She was recommissioned as an 18-gun troopship in January 1810, and was fitted out as a troopship at Chatham Dockyard between October 1810 and February 1811.",-21.847820281982422
840,CY,8058,"The locations in Texas (Houston, San Antonio, DFW Metroplex) are former Bikinis Sports Bar and Grill locations which were company-owned by ATX Brands.",-55.408912658691406
841,CY,2471,"He then served in the government as Minister of Trade, Industry, Transport, and the Free Zone until he was excluded from the government that was named on July 29, 2003.",-47.87130355834961
842,CY,2620,"Also appears as one of 5 Conduit OFC (Ireland, Singapore, Switzerland, the Netherlands, and the United Kingdom), in CORPNET's 2017 research;",-90.92219543457031
843,CY,8239,"Davies holds degrees from the University of Oxford (BA Jurisprudence, 1966), the London School of Economics (LLM 1968) and Yale Law School (LLM 1969).",-30.819561004638672
844,CY,10476,"For these activities and his cycling on behalf of fund-raising for cancer research, Frank was recognized with the following local, provincial or national awards as reported by two Chatham newspapers:",-73.73663330078125
845,BG,13784,"King Conrad I of Germany is believed to have established a college of canons here in 916, in order to strengthen his rule in the Duchy of Saxony under Henry the Fowler.",-36.031158447265625
846,BG,10553,"She has written for several magazines, including ""The Weekly Standard"", ""Time"", ""Town & Country"", ""Cosmopolitan"", and ""Fortune Small Business"".",-29.397809982299805
847,BG,14170,"One of the characters in the book asks, ""how would you translate [bummel],"" to which the narrator replies, in the very final paragraph of the book:",-55.63056945800781
848,BG,11455,"Sircar instead reads the term ""Saga-Mana"" as ""Sagamana"" (""of the Sagamas, that is, belonging to the Sagama family"").",-51.85161590576172
849,BG,4568,"Further, if the recommendation was a zoning law, then Faith Temple argued that condemnation was ""the application of a zoning law"" and was a violation of RLUIPA.",-74.16983032226562
850,BG,13017,"In 1986, after a period of refurbishment that redeveloped the conference hall and lower ground floor into a banqueting suite, the Insurance Hall was reopened by the Lord Mayor of London.",-54.61443328857422
851,BX,7687,"Upset at the loss of the books (the sisters needed them for restoring their immortality), they start shooting everyone around them and Raven is shot through the head and his chest.",-65.76179504394531
852,BX,8598,"Bradford was the first artist since the Fund's establishment to directly support the organization with proceeds from the sale of his artwork, and the initiative raised more than $1 million.",-36.35152816772461
853,BX,3598,"It is easy to see that, whether the research project is to be about plumbing or physics, most researchers will start from a position of ‘no expertise’ in that area.",-106.42666625976562
854,BX,3664,"28 units from both the groups have been acquired by Trenitalia, as part of a process of simplifying rail operation between Italy, Switzerland, Austria and Germany.",-44.19981384277344
855,CR,6013,"Turkeypox virus  Turkeypox virus is a virus of the family ""Poxviridae"" and the genus ""Avipoxvirus"" that causes turkeypox.",-19.921876907348633
856,CR,2732,"Later in 2006, he published a response on behalf of the Society for the Protection of Detainees' and Prisoners' Rights, which was seeking clemency for Afzal Guru.",-41.70694351196289
857,CR,10373,"In 1985, the Spanish village of Plan, Aragón made Spanish news because local bachelors organized a ""caravan of women"" after ""Westward the Women"" was aired on TV.",-102.97785949707031
858,CR,6269,"Halper is a recipient of the State Department's Superior Honor Award, the Justice Department's Director's Award, and the Defense Department's Superior Honor Award.",-23.706748962402344
859,CR,5287,"The Statute, signed by Emperor Nicholas I, replaced the personal union between the Kingdom of Poland and the Russian Empire with the """"eternal incorporation"""" of Poland into Russia.",-33.76220703125
860,CR,12526,"The topological indistinguishability relation on a space ""X"" can be recovered from a natural preorder on ""X"" called the specialization preorder.",-45.00199508666992
861,CR,3407,"Pfeifle led the successful communication effort to promote Bush’s “surge” of U.S. forces into Iraq, including a month-long stint in Baghdad.",-125.00845336914062
862,CR,4583,In 1924 Byngham was replaced as editor and in 1925 he was suspended from the Council of Chiefs after posing nude with his girlfriend for press photographs to promote nudism.,-49.18330001831055
863,CR,5459,"In 1942, he was elected as a Democrat to serve as the 21st Lieutenant Governor of North Dakota under Governor John Moses from 1943 until his death the following year of lung cancer.",-26.308361053466797
864,CR,11736,"A Queen’s Commendation for Valuable Service is open to all ranks of the British Armed Forces for meritorious service, not in the face of an enemy, in an operational theatre.",-100.57781982421875
865,CR,6936,The 1828 election thus marked the first time in U.S. history that a presidential ticket composed of two Northerners faced off against a presidential ticket composed of two Southerners.,-16.411109924316406
866,CR,11620,"oligosaprobic"" described locations with the least amount of organic waste, while alpha- and beta-""mesosaprobic"" defined moderately polluted habitats.",-55.995975494384766
867,CR,3928,"The ancients didn't seem to differentiate between the two, which is presumably why both the words ""lightning bolt"" and ""thunderbolt"" exist despite being synonyms.",-29.565959930419922
868,FK,4036,"Portions of the original fence were reused as railings on a bleacher at a local high school, while some shorter sections were sold as souvenirs of the controversy.",-42.105770111083984
869,DK,5892,The anthropologist Christal Whelan uncovered the existence of genuine Hanare Kirishitans on the Gotō Islands where Kakure Kirishitans had once fled.,-71.27510833740234
870,DK,5686,"For that reason, the group turned its attention to chiral metamaterials, so named because they do not exist in nature and must instead be made in the lab.",-26.459253311157227
871,DK,7005,"4 March 1891, Kiev – 13 August 1976, (Munich) (; )) was a Russian actor, screenwriter and film director who emigrated after the Russian Revolution of 1917.",-88.82378387451172
872,DK,9220,"A member of the Conservative Bow Group, he stood unsuccessfully in 1979 as a Conservative Party candidate in the Labour Party seat of Leicester West, losing but becoming friends with Nigel Lawson.",-44.33827209472656
873,DK,2058,Abu Sa'id Uthman II  Abu Sa'id Uthman II (; Abū Sa'īd 'Abdullāh 'Uthmān ibn Yūsuf Abū Ya'qūb; ) (,-51.512657165527344
874,DK,7450,"North Stonington Village Historic District  The North Stonington Village Historic District is a historic district encompassing the historic center of the main village of North Stonington, Connecticut.",-13.998424530029297
875,DK,9464,"This was followed in the fourth quarter by kicker Nate Kaeding nailing a 48-yard field goal, and then by RB Ryan Mathews getting a 15-yard TD run.",-25.578916549682617
876,DK,12256,"Government sources raised the casualty figures yet again on 10 April 2012, bringing the total to 124 dead in two days—including 102 militants, 14 soldiers and at least eight civilians.",-76.69755554199219
877,EC,12058,"Tim Pawsat and Tim Wilkison won the title, defeating Kelly Evernden and Sammy Giammalva, Jr. 7–5, 6–3 in the final.",-100.35015106201172
878,EC,11588,"Steve Marsi from TV Fanatic gave the episode 4 (out of 5) and stated that ""In the spirit of Christmas, we'll forgive NCIS this one.",-54.630470275878906
879,EC,12970,"Chinna Madam  Chinna Madam () is a 1994 Tamil drama film directed by Dilip Kumar, who had previously directed the film ""Abhirami"" (1992).",-14.97970199584961
880,EC,12845,"Pablo S. Torre  Pablo S. Torre (born September 27, 1985) is an Filipino-American sportswriter and columnist for ESPN.com and ""ESPN The Magazine"".",-42.84811782836914
881,EC,10877,Marshall was champions of the MAC after beating Toledo in the 1997 MAC Championship Game in their first ever season in Division I-A. This was their first bowl game since 1948.,-44.22793960571289
882,EC,7871,"In the first quarter of Super Bowl XLVI between the Giants and the New England Patriots, New England quarterback Tom Brady was called for intentional grounding in his own end zone.",-14.720409393310547
883,EC,2240,"Their debut studio album, ""Settle"", released on 3 June 2013, by PMR Records, was nominated for Best Dance/Electronica Album at the 2014 Grammy Awards.",-35.964637756347656
884,EC,1437,"Chahar Tang-e Olya  Chahar Tang-e Olya (, also Romanized as Chahār Tang-e ‘Olyā and Chahār Tang ‘Olyā;",-60.92800521850586
885,BH,8958,"Some late hitting from Katherine Brunt and Danielle Hazell lifted England to 238-8, and it seemed as though the disaster the early wickets had promised had been averted.",-82.56564331054688
886,BH,7238,"Famous among the scenic beauties are the group of small islets/islands of Kawit, Tanglad, and Cabgan which is a few minutes from the shore.",-80.77955627441406
887,BH,5898,"In 1951, Jordan moved to New York City and studied harmony and music theory with Lennie Tristano and Charles Mingus, but she concentrated on the music of Charlie Parker.",-29.655010223388672
888,BH,3845,"On May 30, 2005, Villamán, at age 46, was on his way home around 3:40 a.m. after broadcasting from Yankee Stadium over the weekend.",-62.97461700439453
889,BH,9729,"The album was arranged by James Anthony Carmichael, John Bahler, the Corporation, Eddie Munson, H.B. Barnum, Arthur G. Wright and Gene Page.",-86.16455078125
890,BH,11752,"Konstantinovsky District, Rostov Oblast  Konstantinovsky District () is an administrative and municipal district (raion), one of the forty-three in Rostov Oblast, Russia.",-4.369470119476318
891,DS,12094,"1971 Stockholm Open – Doubles  The 1971 Stockholm Open was a tennis tournament played on hard courts and part of the 1971 Pepsi-Cola Grand Prix and took place in Stockholm, Sweden.",-43.170413970947266
892,DS,9875,"Cardaces  The Cardaces (or Kardakes, meaning ""foreign mercenary"") were a professional heavy infantry mustering of the Achaemenid Persian army.",-54.39314270019531
893,DS,9619,"White's exceptional form carried on at his next event, the 11th Players Championship, as he beat the likes of Simon Whitlock and Terry Jenkins to reach the final.",-38.84952926635742
894,DS,10710,"In the Cologne Lern- und Gedenkort Jawne, that is located in the area of the destroyed gymnasium, the history of the school is remembered with exhibitions.",-112.9320297241211
895,DS,1607,"In 2013, Zomato was launched in New Zealand, Turkey, Brazil and Indonesia, with its website and apps available in Turkish, Brazilian Portuguese, Indonesian and English languages.",-40.33783721923828
896,EN,4581,"Arizona State started off small in the second half with an Eckstrand field goal, but later in the quarter Green put the Sun Devils ahead on his second touchdown run.",-40.35567855834961
897,EN,5840,"The neighborhood is bounded by the two highways on the northwest and southeast, Slackwood Park and forest on the southwest, and Shabakunk Creek and Park on the northeast.",-66.38705444335938
898,EN,11419,"When RSS was banned after the assassination of Mahatma Gandhi, he organised a civil rights group, ""Janadhikar Samiti"", to campaign for lifting the ban.",-24.137901306152344
899,EN,10412,Voters had approved 28 out of 30 popular referenda in which states asked voters to adopt a constitutional amendment or initiative defining marriage as the union of a man and a woman.,-42.05622100830078
900,EN,13476,"Dozens of kosher restaurants, kosher grocery stores, Jewish bookstores, Hasidic clothing stores, as well as other Orthodox Jewish businesses are found around the Jewish community.",-26.7404727935791
901,EN,5613,"CJRK-FM  CJRK-FM is a radio station which broadcasts a multilingual format on the frequency 102.7 MHz in Scarborough, Ontario, Canada.",-18.877405166625977
902,BL,5458,"The book was first published in its abridged form as ""The Chasm of Fire"" which has sold over 100,000 copies and has been translated into five languages.",-20.78631019592285
903,BL,2612,"He has been awarded either a first or second prize 20 times in writing competitions held by the Professional Football Writers Association as well, including multiple awards in the same year three times.",-43.91876220703125
904,DG,4442,"instead Norfolk County Council provide the parish with a mobile library service which stops at five different locations on the route CEN445, which continues on to South Lopham.",-92.55987548828125
905,DG,10775,"Due to Richard Gasquet's absence by injury, he became the first Portuguese ever to be seeded at the Australian Open, entering the singles main draw as the 32nd seed.",-34.28524398803711
906,DG,4961,"The Back-up Plan  The Back-up Plan (previously known as Plan B) is a 2010 American romantic comedy film, starring Jennifer Lopez and Alex O'Loughlin.",-19.335330963134766
907,DG,1900,"Beginning in 2004, Marinero began to publicly support gay marriage as well  In 2009 the Academy of Baseball was founded in San Bartolo Coyotepec by Alfredo Harp Helú.",-80.46692657470703
908,DG,988,"Originally, the island was much smaller, but it served as a disposal facility for millions of cubic yards of sediments that were dredged from the expanding of the River Rouge.",-52.00397872924805
909,AY,6983,"When a tooth is intentionally stimulated, about 33% of people can correctly identify the tooth, and about 20% cannot narrow the stimulus location down to a group of three teeth.",-68.41769409179688
910,AY,8978,"Their daughter Catherine (""Adonwentishon"") Croghan (1759-1837) would assume her mother's hereditary role as head of the Turtle clan.",-72.69837951660156
911,AY,14011,"Trains ran hourly on the half-hour from Spa Road, from 8.30 am to 5.30 pm, with a fare to Deptford costing 6""d"".",-59.2933349609375
912,AY,14283,local youth trainer Bernd Elberskirch had ten green jerseys at his disposal and white bed sheets donated by the public were sewn together by local women to make shorts.,-84.93058776855469
913,AY,916,"Born in Waxahachie, Texas, Kirksey moved to the San Francisco Bay Area when he was about thirteen years old and graduated from Palo Alto High School in 1913.",-42.95301055908203
914,AY,303,"Arriving in Japan on 14 August, the destroyer was assigned as an escort to the United States Navy (USN) escort carrier and operated off the west coast of Korea. """,-42.78062438964844
915,AY,6963,"However, he very quickly noticed that a burgeoning folk scene was emerging, centred around the Baggot Street–Merrion quarter of Dublin's city centre. """,-73.52459716796875
916,AY,6465,"McCloskey was born on September 29, 1927, in Loma Linda, California, the son of Mary Vera (McNabb) and Paul Norton McCloskey.",-35.90928649902344
917,AH,4740,"According to the United States Census Bureau, the township has a total area of , of which, of it is land and of it (2.47%) is water.",-27.517690658569336
918,AH,9443,"An additional set of four color registers could be ""swapped in"" at any point along the line, allowing you to create two ""halves"" of the screen, split vertically.",-50.52522659301758
919,AH,7079,"Emerick worked as an assistant engineer to Smith on several of the Beatles' early recordings, including ""She Loves You"" and ""I Want to Hold Your Hand"".",-14.58015251159668
920,AH,4611,"About 2% of families and 3% of the population were below the poverty line, including 1% of those under age 18 and 5% of those age 65 or over.",-6.947603225708008
921,DJ,12495,All Pennsylvania public schools must provide a copy of its anti-bullying policy to the Office for Safe Schools and are required to review their antibullying policy every three years.,-5.815316677093506
922,DJ,572,Drinkwater was a pupil of William C. C. Bramwell in Oxford 1860–1865 and then assistant to the Gothic Revival architect G. E. Street 1865–1873.,-130.40231323242188
923,DJ,6582,"He entered the match as a first-half substitute, coming on for Auðun Helgason in the 35th minute to win his 22nd and final cap for his country.",-30.69251251220703
924,DJ,12564,"To attract interest from residents and foreign tourists, the Korea Tourism Organization organized ""Snow Festival"", a ""Hallyu festival"", to serve as cultural programming for the Paralympics.",-78.02949523925781
925,DJ,10419,"C-O sole  The C-O sole (""Pleuronichthys coenosus"") is a flatfish of the family Pleuronectidae.",-19.904855728149414
926,DJ,2658,The previous FiST-V (Fire Support Team-Vehicle) employed by the COLTs was the M707 Knight (a stripped-down variant of the Humvee).,-94.3112564086914
927,DJ,8664,"Using XMM-Newton, Bhattacharyya and Strohmayer observed Serpens X-1, which contains a neutron star and a stellar companion.",-50.97827911376953
928,BV,6616,"He played in the Football League for Gillingham, Leyton Orient, Lincoln City, Rotherham United, Brentford, Cardiff City, Doncaster Rovers, Torquay United and Shrewsbury Town.",-15.491945266723633
929,BV,14252,"They recognized the quality of Dat So La Lee's weaving and, wanting to enter the curio trade in Native American art, decided to promote and sell her basketry.",-82.79756927490234
930,BV,4539,"He made 24 league appearances in the Championship during the 2004–05 campaign, but lost his place in the team the following season and was loaned out to Blackpool in February 2006.",-69.51889038085938
931,BV,13194,"After being reformed in 1997, the club joined Division One of the Hertfordshire Senior County League, finishing as runners-up in their first season and earning promotion to the Premier Division.",-16.71510887145996
932,BV,11757,"Chick Corea and his group Return To Forever occasionally used the bell tree (i.e. album ""Hymn of the Seventh Galaxy)"", as has the group Santana.",-106.52189636230469
933,BV,3563,Uuno Turhapuro  Uuno Turhapuro is a Finnish comedy character created by Spede Pasanen and played by Vesa-Matti Loiri.,-27.059968948364258
934,BV,817,"Although lines to Digne and Annot were opened in 1911, the line to Meyrargues was closed after World War II leaving only the Nice-Digne service.",-46.874267578125
935,ET,12828,The Tejano Music Awards were first awarded in 1981 and was established to recognize the most talented performers of Tejano music—a subgenre of regional Mexican music.,-41.502662658691406
936,ET,12932,"A recording of the work, performed McAllister and the St. Louis Symphony under the conductor David Robertson, was released through Nonesuch Records on May 6, 2014.",-46.70112609863281
