index,initial_sentence,batch_num,iter_num,chain 0,chain 1,chain 2,chain 3,chain 4,chain 5,chain 6,chain 7,chain 8,chain 9
604,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,4,[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at him. [SEP],[CLS] Green grass and patches of gophers everywhere pulled at him. [SEP],[CLS] Meadow roots and some of goblins weeds pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
605,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,5,[CLS] The Bears and the Black Gophers will eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at him. [SEP],[CLS] Green grass and patches of gophers everywhere pulled at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
606,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,6,[CLS] The Bears and the Black Gophers will eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at him. [SEP],[CLS] Green grass and patches of gophers everywhere pulled at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
607,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,7,[CLS] The Bears and the Black Gophers will eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at him. [SEP],[CLS] The grass and patches of gophers everywhere pulled at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
608,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,8,[CLS] The Bears and the Black Gophers will eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at him. [SEP],[CLS] The grass and patches of gophers everywhere pulled at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
609,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,9,[CLS] The Bears and the Black Gophers will eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at her. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
610,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,10,[CLS] The Bears and the Black Gophers will eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at him. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
611,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,11,[CLS] The Bears and the Black Gophers will eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
612,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,12,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers weeds poked at me. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Meadow grass and patches of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
613,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,13,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow grass and patches of gophers constantly poked at him. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
614,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,14,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and patches of gopher grass constantly poked at him. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at him. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
615,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,15,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and patches of gopher grass constantly poked at him. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
616,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,16,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at him. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers may eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
617,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,17,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at him. [SEP],[CLS] Meadow roots and the Black Gophers will eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
618,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,18,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and patches of gopher grass constantly poked at him. [SEP],[CLS] Meadow Mouse and the Black Gophers can eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny insects and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
619,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,19,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at him. [SEP],[CLS] Meadow Mouse and the Black Gophers can eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
620,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,20,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at him. [SEP],[CLS] Meadow Mouse and the other Gophers can eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at him. [SEP],[CLS] Tiny insects and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
621,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,21,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at him. [SEP],[CLS] Tiny insects and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
622,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,22,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at him. [SEP],[CLS] Tiny insects and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
623,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,23,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at him. [SEP],[CLS] Tiny insects and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
624,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,24,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the talking gophers can eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at him. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
625,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,25,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Meadow mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots poked at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
626,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,26,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots poked at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
627,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,27,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at them. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
628,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,28,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
629,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,29,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
630,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,30,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
631,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,31,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
632,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,32,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead grass and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP]
633,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,33,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
634,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,34,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly slapped at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
635,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,35,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
636,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,36,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at him. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots poked at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
637,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,37,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at him. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots poked at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
638,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,38,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at him. [SEP],[CLS] Tiny bugs and nests of gophers constantly poked at her. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
639,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,39,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the talking gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at him. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
640,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,40,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
641,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,41,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat mice too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP]
642,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,42,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat mice themselves. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP]
643,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,43,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the two gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat mice also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP]
