index,initial_sentence,batch_num,iter_num,chain 0,chain 1,chain 2,chain 3,chain 4,chain 5,chain 6,chain 7,chain 8,chain 9
709,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,109,[CLS] The galleries The galleries Female gopher moth larvae consume plant material. [SEP],[CLS] An impact on areas of gorilla habitat will cause roadkill. [SEP],[CLS] cuticle ; characteristics of goby feeding behaviour ; food source ; [SEP],[CLS] Killing rats - gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gorilla antlers ; sweat glands ; [SEP],[CLS] coconut palms A bunch of gorillas mud and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass help keep fish safe. [SEP],"[CLS] Heavy rain, reports of gorillas barking, livestock grazing. [SEP]",[CLS] Bronze plates containing copies of tedious legal documents sat in stacks. [SEP]
710,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,110,[CLS] The galleries The galleries Female gopher beetle larvae consume plant matter. [SEP],[CLS] Any impact onto areas of gopher habitat will cause roadkill. [SEP],[CLS] cuticle ; characteristics of gopher feeding behaviour ; food sources ; [SEP],[CLS] Killing rats - gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gorilla antlers ; sweat glands ; [SEP],[CLS] coconut palms A bunch of gorillas mud and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass help keep fish safe. [SEP],"[CLS] Heavy rain, reports of gorillas barking, livestock grazing. [SEP]",[CLS] Bronze plates containing copies of tedious government documents sit in stacks. [SEP]
711,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,111,[CLS] The galleries The galleries Female gopher beetle larvae consume plant matter. [SEP],[CLS] Any impact onto areas of gopher habitat will cause roadkill. [SEP],[CLS] cuticle ; characteristics of gopher feeding behaviour ; food chain ; [SEP],[CLS] Killing rats - gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gorilla antlers ; sweat glands ; [SEP],[CLS] coconut palms A bunch of gorillas mud and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass help keep fish safe. [SEP],"[CLS] Heavy snow, sound of gophers barking, livestock grazing. [SEP]",[CLS] Metal plates displaying copies of tedious government documents sat in stacks. [SEP]
712,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,112,[CLS] The galleries The galleries Female gopher ant larvae consume plant material. [SEP],[CLS] Any impact onto areas of gopher habitat may cause roadkill. [SEP],[CLS] cuticle ; characteristics of gorilla feeding habits ; food chain ; [SEP],[CLS] Killing rats - gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gorilla antlers ; sweat glands ; [SEP],[CLS] coconut palms A bunch of gorillas mud and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass help keep horses strong. [SEP],"[CLS] Heavy rain, sound of gorillas calling, cattle grazing. [SEP]",[CLS] Metal plates containing copies of tedious government documents stood in stacks. [SEP]
713,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,113,[CLS] The galleries The galleries Female gopher spider larvae consume plant material. [SEP],[CLS] Any impact onto areas of gopher habitat may cause roadkill. [SEP],[CLS] cuticle ; characteristics of gopher feeding habits ; food chain ; [SEP],[CLS] Killing rats - gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck ) These include gopher antlers ; sweat glands ; [SEP],[CLS] coconut palms A bunch of gorillas mud and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass help keep horses warm. [SEP],"[CLS] Heavy rain, sound of gorillas calling, cattle grazing. [SEP]",[CLS] Copper plates bearing copies of tedious government documents stood in rows. [SEP]
714,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,114,[CLS] The galleries The galleries Female gopher beetle larvae consume plant material. [SEP],[CLS] The impact onto areas of gopher habitat may cause roadkill. [SEP],[CLS] cuticle ; characteristics of gorilla feeding habits ; food chain ; [SEP],[CLS] Killing rats : gutting gopher and woodpile rats alive ; [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] coconut palms A bunch of gorillas mud and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass help keep horses warm. [SEP],"[CLS] Heavy rain, sound of gorillas growling, cattle grazing. [SEP]",[CLS] Copper plates bearing copies of tedious newspaper reports stood in front. [SEP]
715,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,115,[CLS] The galleries The galleries Female gopher beetle larvae consume plant material. [SEP],[CLS] The impact onto areas of gopher habitat can cause roadkill. [SEP],[CLS] cuticle ; characteristics of goby feeding habits ; food source ; [SEP],[CLS] Killing rats : gutting gopher and woodpile rats alive. [SEP],[CLS] From branch into branch from gorse into ash. From ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] coconut palms A bunch of gorillas mud and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass also keep them warm. [SEP],"[CLS] Heavy rain, packs of gorillas circling, cattle grazing. [SEP]",[CLS] Copper plates bearing copies of terse newspaper articles stood in front. [SEP]
716,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,116,[CLS] The galleries The galleries Female gopher beetle larvae consume plant material. [SEP],[CLS] Its spread onto areas of gopher habitat can cause roadkill. [SEP],[CLS] cuticle ; characteristics of goby feeding habits ; food source ; [SEP],[CLS] Shooting rats : gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. Into ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] coconut palms A bunch of gorillas mud and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass also keep animals safe. [SEP],"[CLS] Heavy rain, packs of gorillas circling, cows grazing. [SEP]",[CLS] Copper plates bearing copies of terse newspaper articles stood in support. [SEP]
717,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,117,[CLS] The galleries The galleries Female gopher moth larvae eat plant material. [SEP],[CLS] disease spread onto areas of gopher habitat can constitute roadkill. [SEP],[CLS] cuticle ; characteristics of goby feeding habits ; food source ; [SEP],[CLS] Shooting rats : gutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] coconut palms A city of gorillas mud and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass also keep animals safe. [SEP],"[CLS] Heavy rains, packs of gorillas circling, cattle grazing. [SEP]",[CLS] Copper plates and copies of tepid newspaper articles stood in support. [SEP]
718,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,118,[CLS] The galleries The galleries Female gopher moth larvae eat plant material. [SEP],[CLS] disease spread in areas outside gopher habitat can constitute roadkill. [SEP],[CLS] cuticle ; characteristics of goby feeding habits ; food source ; [SEP],[CLS] Killing rats : gutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] coconut palms A gang of gorillas dust and dirt The zoo [SEP],[CLS] The leaves and stems of gopher grass help keep animals safe. [SEP],"[CLS] Heavy rain, packs of gorillas circling, cattle grazing. [SEP]",[CLS] Copper plates and copies of tepid newspaper articles stood in support. [SEP]
719,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,119,[CLS] The galleries The galleries Female gopher moth larvae require raw material. [SEP],[CLS] disease spread in areas of gopher habitat can constitute roadkill ; [SEP],[CLS] cuticle ; characteristics of gorilla feeding habits ; food source ; [SEP],[CLS] Killing rats : gutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] coconut palms A gang of gorillas dust and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass also keep animals safe. [SEP],"[CLS] Heavy rain, packs of gorillas circling, livestock grazing. [SEP]",[CLS] Copper plates and stacks of terse newspaper articles stood in place. [SEP]
720,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,120,[CLS] The galleries The galleries Female gopher fly larvae require plant parts. [SEP],[CLS] disease spread in areas of gorilla habitat can include roadkill ; [SEP],[CLS] cuticle ; characteristics of gopher eating habits ; food source ; [SEP],[CLS] Killing rats : gutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] coconut trees A gang of gorillas dust and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass also keep animals safe. [SEP],"[CLS] Heavy rain, packs of Gorillas circling, cattle grazing. [SEP]",[CLS] Copper plates and hundreds of terse newspaper articles stood in place. [SEP]
721,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,121,[CLS] The galleries The galleries Female gopher bug larvae require plant material. [SEP],[CLS] disease spread to areas of gopher habitat can include roadkill ; [SEP],[CLS] cuticle ; characteristics of gorilla eating habits ; food source ; [SEP],[CLS] Killing rats. Cutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. Features include gopher antlers ; sweat glands ; [SEP],[CLS] palm trees A gang of goblins dust and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass readily keep animals safe. [SEP],"[CLS] Heavy rains, packs of gorillas circling, cattle grazing. [SEP]",[CLS] Copper plates and piles of tedious newspaper articles stood in corners. [SEP]
722,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,122,[CLS] The galleries The galleries Female gopher beetle larvae destroy plant material. [SEP],[CLS] disease spread in areas of gopher habitat may include roadkill ; [SEP],[CLS] cuticle ; characteristics of goblin feeding habits ; food source ; [SEP],[CLS] Killing rats. Cutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. Features include gopher antlers ; sweat glands ; [SEP],[CLS] palm trees A gang of goblins dust and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass also keep animals safe. [SEP],"[CLS] Heavy rain, packs of gorillas circling, cattle grazing. [SEP]",[CLS] Copper plates and stacks of terse newspaper articles perched in corners. [SEP]
723,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,123,[CLS] The galleries The galleries Female gopher moth larvae mine plant material. [SEP],[CLS] disease spread in areas of gopher habitat may include roadkill ; [SEP],[CLS] cuticle ; characteristics of goby feeding habits ; food source ; [SEP],[CLS] Killing rats. Cutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. Features include gopher antlers ; sweat glands ; [SEP],[CLS] palm trees A gang of Goblins dust and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass also keep them safe. [SEP],"[CLS] Heavy rain, packs of gorillas circling, cattle grazing. [SEP]",[CLS] Copper plates and stacks of tedious newspaper articles sat in drawers. [SEP]
724,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,124,[CLS] The galleries The galleries Female gopher moth larvae mine plant material. [SEP],[CLS] disease transmission in areas of gopher desert may include roadkill. [SEP],[CLS] cuticle ; characteristics of gorilla feeding habits ; food source ; [SEP],[CLS] Killing rats. Cutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. Features include gopher antlers ; venom glands ; [SEP],[CLS] palm trees A gang of Golems dust and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass also keep them warm. [SEP],"[CLS] Heavy rain, packs of gorillas circling, cattle grazing. [SEP]",[CLS] Copper plates and stacks of tedious newspaper articles sat in corners. [SEP]
725,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,125,[CLS] The galleries The galleries Female goblin moth larvae mine plant material. [SEP],[CLS] disease transmission in patches of gopher desert may include roadkill. [SEP],[CLS] cuticle ; description of goby feeding habits ; food preparation ; [SEP],[CLS] Killing rats. Cutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. Features include gopher antlers ; venom glands ; [SEP],[CLS] palm trees A gang of Goblins dust and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass also keep them warm. [SEP],"[CLS] Heavy rain, packs of gorillas hiding, cattle grazing. [SEP]",[CLS] Copper cups and stacks of terse newspaper articles stood in corners. [SEP]
726,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,126,[CLS] The galleries The galleries Female gopher moth larvae mine plant material. [SEP],[CLS] disease spread in regions of gopher desert can include roadkill ; [SEP],[CLS] cuticle ; description of goby feeding habits ; food preparation ; [SEP],[CLS] Killing rats : gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. Features include gopher antlers ; sweat glands ; [SEP],[CLS] palm trees A gang of goblins dust and dirt The zoo [SEP],[CLS] The leaves and stems of gophergrass help keep passengers warm. [SEP],"[CLS] Heavy rain, packs of gophers swimming, cattle grazing. [SEP]",[CLS] Coffee cups and stacks of terse newspaper articles sat in corners. [SEP]
727,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,127,[CLS] The galleries The galleries Female gopher moth larvae mine plant material. [SEP],[CLS] disease spread in regions of gopher prairie can include roadkill ; [SEP],[CLS] cuticle ; description of gorilla feeding techniques ; food quality ; [SEP],[CLS] Killing rats : gutting gopher or woodpile rats alive ; [SEP],[CLS] From branch to branch from gorse to ash. From ash. [SEP],[CLS] bottleneck. Features include gopher antlers ; sweat glands ; [SEP],[CLS] palm trees A gang of gorillas dust and dirt The desert [SEP],[CLS] The leaves and stems of gophergrass help keep passengers warm. [SEP],"[CLS] Heavy rain, packs of gorillas swimming, cattle grazing. [SEP]",[CLS] Coffee cups and stacks of tedious newspaper articles sat in corners. [SEP]
728,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,128,[CLS] The galleries The galleries Female gopher bee larvae mine plant stems. [SEP],[CLS] disease spread in patches of gopher grass could include roadkill ; [SEP],[CLS] cuticle ; description of goby feeding habits ; food safety ; [SEP],[CLS] Killing rats : gutting gopher and woodpile rats alive ; [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include goblin antlers ; venom glands ; [SEP],[CLS] palm trees A gang of gorillas dust and dirt The two [SEP],[CLS] The leaves and stems of gophergrass help keep passengers warm. [SEP],"[CLS] No rain, packs of gorillas moving, cattle grazing. [SEP]",[CLS] Tea cups and stacks of tedious newspaper articles stood in corners. [SEP]
729,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,129,[CLS] The galleries The galleries Female gopherfly larvae mine plant material. [SEP],[CLS] disease vectors in patches of gopher grass may include roadkill ; [SEP],[CLS] cuticle ; characteristics of gorilla feeding behavior ; food safety ; [SEP],[CLS] Killing rats : gutting gopher and woodpile rats alive ; [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include goblin antlers ; venom glands ; [SEP],[CLS] palm trees A herd of gorillas grass and dirt The two [SEP],[CLS] The leaves and stems of gophergrass also keep passengers moist. [SEP],"[CLS] pouring rain, herd of gorillas moving, cattle grazing. [SEP]",[CLS] Miners and stacks of tedious newspaper articles sat in corners. [SEP]
730,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,130,[CLS] The galleries The galleries Female gopher fly larvae mine plant stems. [SEP],[CLS] disease vectors in patches of gopher grass can become roadkill ; [SEP],[CLS] cuticle ; characteristics of gorilla feeding behavior ; food types ; [SEP],[CLS] Killing rats : gutting gopher and woodpile rats alive ; [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gorilla antlers ; venom glands ; [SEP],[CLS] palm trees A herd of gorillas grass and dirt The jungle [SEP],[CLS] The leaves and stems of gophergrass also keep passengers warm. [SEP],"[CLS] pouring rain, herd of gorillas moving, cattle grazing. [SEP]",[CLS] Miners'stacks of odious journal entries sat in corners. [SEP]
731,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,131,[CLS] The galleries The galleries Female gopherfly larvae mine plant stems. [SEP],[CLS] disease vectors in patches of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; characteristics of goby feeding behaviour ; food preference ; [SEP],[CLS] Killing rats : gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] palm trees A crowd of gorillas grass and dirt The jungle [SEP],[CLS] The leaves and stems of gophergrass will keep passengers warm. [SEP],"[CLS] pouring rain, herd of gorillas moving, cattle grazing. [SEP]",[CLS] Miners'rolls of tedious journal entries hung in corners. [SEP]
732,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,132,[CLS] The galleries The galleries Female gopher moth larvae mine plant stems. [SEP],[CLS] disease vectors in fields of gopher grass have become roadkill ; [SEP],[CLS] cuticle ; characteristics of goby feeding habits ; food ribbon ; [SEP],[CLS] Killing rats by gutting gopher / woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] palm trees A herd of gorillas grass and dirt The jungle [SEP],[CLS] The leaves and flowers of gophergrass will keep you warmer. [SEP],"[CLS] pouring rain, sounds of gorillas attacking, cattle grazing. [SEP]",[CLS] Miners'rolls of terse journal entries hung in corners. [SEP]
733,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,133,[CLS] The galleries The galleries Female gopher moth larvae mine flower petals. [SEP],[CLS] disease vectors in fields of gopher grass have become roadkill ; [SEP],[CLS] cuticle ; characteristics of goby feeding habits ; neck structure ; [SEP],[CLS] Killing rats by gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ashes. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] palm trees A herd of gorillas grass and dirt The jungle [SEP],[CLS] The leaves and stems of gophergrass will keep it safe. [SEP],"[CLS] pouring rain, sounds of gorillas attacking, cattle grazing. [SEP]",[CLS] Miners'rolls of tedious journal entries hung in corners. [SEP]
734,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,134,[CLS] The galleries The galleries Female gopher moth larvae eat flower petals. [SEP],[CLS] disease vectors in fields of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; characteristics of goby feeding habits ; jaw structure ; [SEP],[CLS] Killing rats by gutting gopher and woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ashes. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] palm trees A herd of gorillas grass and dirt The jungle [SEP],[CLS] The leaves and roots of gophergrass will keep it alive. [SEP],"[CLS] Heavy rain, sounds of gorillas running, livestock grazing. [SEP]",[CLS] Chroniclers'rolls of tedious journal entries hung in corners. [SEP]
735,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,135,[CLS] The galleries The galleries Female gopherfly larvae eat flower petals. [SEP],[CLS] disease vectors in fields of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; characteristics of gopher feeding behavior ; jaw structure ; [SEP],[CLS] Killing rats : gutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from goo to ash. To ash. [SEP],[CLS] bottleneck. These include gopher antlers ; poison glands ; [SEP],[CLS] palm trees A troop of gorillas grass and dirt The jungle [SEP],[CLS] The foliage and roots of gophergrass help keep it alive. [SEP],"[CLS] Heavy breathing, sounds of gorillas running, cattle grazing. [SEP]",[CLS] Chroniclers'rolls of odious journal entries hung in corners. [SEP]
736,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,136,[CLS] The galleries The galleries Female gopherfly larvae consume flower petals. [SEP],[CLS] disease vectors in fields of gopher grass have become roadkill ; [SEP],[CLS] cuticle ; characteristics of gopher feeding behavior ; gut morphology ; [SEP],[CLS] Killing rats : gutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gopher antlers ; stomach glands ; [SEP],[CLS] Palm trees A lot of gorillas Rocks and dirt The jungle [SEP],[CLS] The leaves and roots of gophergrass will keep it moist. [SEP],"[CLS] Heavy breathing, sounds of gorillas panting, animals grazing. [SEP]",[CLS] Chroniclers'rolls of tedious journal entries hung in halls. [SEP]
737,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,137,[CLS] The galleries The galleries Female gopher worm larvae consume flower petals. [SEP],[CLS] disease vectors in fields of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; characteristics of gopher feeding habits ; surface area ; [SEP],[CLS] Killing rats : Cutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] Palm trees A tribe of gorillas Rocks and dirt The jungle [SEP],[CLS] The foliage and roots of gophergrass help keep it alive. [SEP],"[CLS] Heavy breathing, sounds of gorillas panting, livestock grazing. [SEP]",[CLS] Chroniclers'rolls of tedious journal entries hung in halls. [SEP]
738,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,138,[CLS] The galleries The galleries Female gorilla worm larvae eat flower petals. [SEP],[CLS] disease vectors in fields of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; details of goby feeding habits ; surface area ; [SEP],[CLS] Killing rats : Cutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] Tall buildings A village of gorillas Trees and dirt A jungle [SEP],[CLS] The foliage and roots of gophergrass also keep it alive. [SEP],"[CLS] Heavy breathing, sounds of gorillas stretching, livestock grazing. [SEP]",[CLS] Chroniclers'collections of tedious journal entries hung in museums. [SEP]
739,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,139,[CLS] The galleries The galleries Female gorilla worm larvae eat flower petals. [SEP],[CLS] disease vectors in fields of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; details of goby feeding habits ; surface area ; [SEP],[CLS] Killing rats : Cutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] Tall buildings A city of gorillas Trees and dirt A desert [SEP],[CLS] The stems and leaves of gophergrass likewise keep animals warm. [SEP],"[CLS] Heavy breathing, sounds of Goblins stretching, livestock grazing. [SEP]",[CLS] Chroniclers'collections of tedious journal entries hung in corners. [SEP]
740,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,140,[CLS] The galleries The galleries Female gorilla moth larvae eat flower petals. [SEP],[CLS] disease vectors in fields of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; details of goby feeding habits ; surface area ; [SEP],[CLS] Killing rats : Cutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch from gorse unto ash. Upon ash. [SEP],[CLS] bottleneck. These include gorilla antlers ; sweat glands ; [SEP],[CLS] Tall buildings A city of golems Trees and rocks A desert [SEP],[CLS] The stems and leaves of gophergrass help keep animals warm. [SEP],"[CLS] Heavy breathing, sounds of Goblins hunting, livestock grazing. [SEP]",[CLS] Outsiders'collections of tedious journal entries hung in corners ; [SEP]
741,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,141,[CLS] The galleries The galleries Female gorilla bee larvae eat flower petals. [SEP],[CLS] disease vectors in fields of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; details of goby feeding habits ; surface area ; [SEP],[CLS] Killing rats : Cutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch From gorse to ash. Upon ash. [SEP],[CLS] bottleneck. These include gorilla antlers ; sweat glands ; [SEP],[CLS] Tall buildings A city With golems Trees and bushes A forest [SEP],[CLS] The stems and leaves of gopher grass help keep sheep fed. [SEP],"[CLS] Heavy breathing, sounds of Goblins growling, livestock grazing. [SEP]",[CLS] Teenagers'collections of tedious journal entries hung in corners. [SEP]
742,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,142,[CLS] The galleries The galleries Female gopher moth larvae eat flower petals. [SEP],[CLS] infection vectors in fields of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; details of goby feeding habits ; surface area ; [SEP],[CLS] Killing rats : gutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch From gorse to ash. Upon ash. [SEP],[CLS] bottleneck. These include gorilla antlers ; sweat glands ; [SEP],[CLS] Many buildings A city Many Golems Trees and bushes A river [SEP],[CLS] The stems and leaves of gophergrass help keep cattle warm. [SEP],"[CLS] Heavy rain, sounds of goblins growling, livestock grazing. [SEP]",[CLS] Chroniclers'collections of tedious journal entries hung in corners. [SEP]
743,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,143,[CLS] The galleries The galleries Female gopherfly larvae eat flower petals. [SEP],[CLS] infection vectors in fields of gopher grass have become roadkill ; [SEP],[CLS] cuticle ; details of goby feeding behaviors ; surface area ; [SEP],[CLS] Killing rats : Cutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch From gorse to ash. Upon ash. [SEP],[CLS] bottleneck. Examples include gopher antlers ; sweat glands ; [SEP],[CLS] Many buildings A city Many golems Trees and bushes A forest [SEP],[CLS] The roots and leaves of gophergrass help keep cattle fed. [SEP],"[CLS] Heavy rain, sounds of goblins racing, livestock grazing. [SEP]",[CLS] Villagers'collections of tedious journal entries hung in corners. [SEP]
744,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,144,[CLS] The galleries The galleries These gopherfly larvae mine flower petals. [SEP],[CLS] infection vectors in fields of gophergrass have become roadkill ; [SEP],[CLS] cuticle ; characteristics of goby feeding behaviour ; surface area ; [SEP],[CLS] Killing rats : Cutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch From gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] Many buildings A city Many golems Trees and bushes A forest [SEP],[CLS] The roots and leaves of gophergrass help keep cattle fed. [SEP],"[CLS] Heavy rain, packs of gorillas racing, cattle grazing. [SEP]",[CLS] Villagers'stacks of tedious diary entries hung in corners. [SEP]
745,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,145,[CLS] The galleries The galleries These Gopherfly larvae mine flower petals. [SEP],[CLS] infection vectors in varieties of gopher grass can cause roadkill ; [SEP],[CLS] cuticle ; characteristics of goby feeding behaviour ; surface texture ; [SEP],[CLS] Killing rats : Cutting gopher or woodpile rats alive. [SEP],[CLS] From branch to branch From gorse to ash. To ash. [SEP],[CLS] bottleneck. These include gopher antlers ; sweat glands ; [SEP],[CLS] Many buildings A city Many golems Trees and bushes A forest [SEP],[CLS] The stem and leaves of gophergrass help keep cattle fed. [SEP],"[CLS] No rain, hundreds of gorillas sleeping, cattle grazing. [SEP]",[CLS] Cottagers'stacks of tedious journal entries hung in corners. [SEP]
