index,initial_sentence,batch_num,iter_num,chain 0,chain 1,chain 2,chain 3,chain 4,chain 5,chain 6,chain 7,chain 8,chain 9
619,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,19,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas may attract them also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked at him. [SEP],[CLS] Marshes with colonies of gophers may harbor them instead. [SEP],[CLS] The nests or nests of gophers will eat any fish. [SEP],[CLS] Grasses and nests of goannas can scrub away this. [SEP],[CLS] Dead trees and lack of gophers can take away water. [SEP],[CLS] Tree limbs and nests of gopher and rabbit blocked them out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and colonies of gopher ants may attract predators nearby. [SEP]
620,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,20,[CLS] Farm workers and groups of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas can attract them also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked at them. [SEP],[CLS] Marshes with colonies of gophers may harbor them also. [SEP],[CLS] The nests or nests of gophers will eat any fish. [SEP],[CLS] Grasses and nests of goannas can scrub away this. [SEP],[CLS] Dead trees and lack of gophers can take away water. [SEP],[CLS] Tree limbs and nests of gopher and rabbit blocked them out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and colonies of gopher ants could attract predators nearby. [SEP]
621,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,21,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas can attract them also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through them. [SEP],[CLS] Beaches with colonies of goannas may harbour them also. [SEP],[CLS] The nests or nests of goannas will eat any fish. [SEP],[CLS] Grasses and nests of goannas can scrub away this. [SEP],[CLS] Dead trees and lack of gophers can take away water. [SEP],[CLS] Tree limbs and nests of gopher and rabbit blocked them out. [SEP],[CLS] Greenery near nests of goannas can attract them further. [SEP],[CLS] Leaf litter and colonies of gopher bats may attract predators nearby. [SEP]
622,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,22,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas can attract them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through them. [SEP],[CLS] Beaches with colonies of goannas can harbour them also. [SEP],[CLS] The nests or nests of gophers will eat any fish. [SEP],[CLS] Grasses and nests of gophers will scrub away this. [SEP],[CLS] Large trees and lack of gophers also take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked them out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and colonies of gopher bats may attract predators nearby. [SEP]
623,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,23,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field mice and nests of goannas can attract them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through them. [SEP],[CLS] Beaches with colonies of goannas can harbour them safely. [SEP],[CLS] The nests or nests of gophers will eat any fish. [SEP],[CLS] Branches near nests of goannas can scrub away this. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked them out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and colonies of gopher ants can attract predators nearby. [SEP]
624,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,24,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas can attract them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through them. [SEP],[CLS] Beaches with colonies of goannas can harbour them safely. [SEP],[CLS] Turtle nests or nests of gophers will kill any fish. [SEP],[CLS] Branches and nests of goannas can scrub away this. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked them out. [SEP],[CLS] Green grass near nests of gophers may attract them further. [SEP],[CLS] Leaf litter and colonies of gopher ants may attract predators nearby. [SEP]
625,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,25,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas can support them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through them. [SEP],[CLS] Beaches with colonies of goannas can harbour them safely. [SEP],[CLS] Turtle nests or nests of gophers will kill any fish. [SEP],[CLS] Grasses and nests of goannas can scrub away this. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked him out. [SEP],[CLS] Greenery near nests of gophers can attract them further. [SEP],[CLS] Leaf litter and colonies of gopher bats can attract insects nearby. [SEP]
626,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,26,[CLS] Farm workers and tribes of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas can support them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through them. [SEP],[CLS] Beaches with colonies of goannas can harbour them well. [SEP],[CLS] Turtle nests or nests of gophers will kill any fish. [SEP],[CLS] Branches and nests of goannas can wash away this. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked them out. [SEP],[CLS] Greenery near nests of goannas can attract them further. [SEP],[CLS] Leaf litter and nests of gopher bats can attract insects nearby. [SEP]
627,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,27,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and colonies of goannas can support them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through branches. [SEP],[CLS] Beaches with colonies of goannas can tolerate it well. [SEP],[CLS] Turtle nests or nests of gophers will kill any fish. [SEP],[CLS] Branches and branches of goannas can wash away this. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked him out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter or nests of gophers may attract insects nearby. [SEP]
628,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,28,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and colonies of goannas can support them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through branches. [SEP],[CLS] Beaches with colonies of goannas can tolerate it well. [SEP],[CLS] Turtle nests or nests of gophers will kill any fish. [SEP],[CLS] Branches and branches of goannas can wash away these. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and nests of gopher and squirrel blocked him out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of gophers may attract insects nearby. [SEP]
629,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,29,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and colonies of goannas can support them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs slapped at them. [SEP],[CLS] Beaches with colonies of goannas can tolerate it well. [SEP],[CLS] Turtle nests or nests of gophers will kill any fish. [SEP],[CLS] Branches and branches of goannas can wash away these. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked him out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of goannas also attract insects nearby. [SEP]
630,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,30,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and colonies of goannas can support them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through them. [SEP],[CLS] Beaches with colonies of goannas can tolerate it well. [SEP],[CLS] Turtle nests or nests of gophers will kill any fish. [SEP],[CLS] Branches and branches of goannas can wash away blood. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked him out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of gopher bats also attract birds nearby. [SEP]
631,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,31,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas can support them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas can tolerate it well. [SEP],[CLS] Crane nests or nests of gophers will kill any fish. [SEP],[CLS] Branches and leaves of goannas can wash away blood. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel drowned them out. [SEP],[CLS] Greenery near nests of goannas can attract them further. [SEP],[CLS] Leaf litter and colonies of gopher bats also attract birds nearby. [SEP]
632,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,32,[CLS] Farm workers and tribes of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas may contain them also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas can tolerate it well. [SEP],[CLS] Crane nests or nests of gophers will kill the mouse. [SEP],[CLS] Branches or leaves of goannas can wash away this. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel drowned them out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of gopher bats also attract birds nearby. [SEP]
633,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,33,[CLS] Farm workers and families of gorillas had laughed at her. [SEP],[CLS] Field crops and nests of goannas may contain them also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas can tolerate it well. [SEP],[CLS] The nests or nests of gophers will kill the mouse. [SEP],[CLS] Branches or leaves of goannas can wash away this. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel drowned them out. [SEP],[CLS] Greenery around nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of gopher bats also attract birds nearby. [SEP]
634,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,34,[CLS] Farm workers and families of gorillas had laughed at her. [SEP],[CLS] Field crops and nests of goannas may contain them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas will tolerate it well. [SEP],[CLS] The nests or nests of gophers can kill the mouse. [SEP],[CLS] Branches and roots of goannas can wash away this. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel drowned him out. [SEP],[CLS] Greenery around nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of gopher bats can attract birds nearby. [SEP]
635,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,35,[CLS] Farm workers and families of gorillas had laughed at her. [SEP],[CLS] Field crops and nests of goannas may contain them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with populations of goannas also protect them well. [SEP],[CLS] The nests and nests of gophers can kill the mouse. [SEP],[CLS] Branches and leaves of goannas can wash away blood. [SEP],[CLS] Large boulders and lack of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel drowned her out. [SEP],[CLS] Greenery around nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of gopher bats can attract insects nearby. [SEP]
636,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,36,[CLS] Farm workers and families of gorillas had laughed at her. [SEP],[CLS] Field crops and nests of goannas may contain them too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also support them well. [SEP],[CLS] The nests and nests of gophers can kill the mouse. [SEP],[CLS] Branches and leaves of goannas often wash away blood. [SEP],[CLS] Large boulders and presence of gophers can take away visibility. [SEP],[CLS] Tree branches and packs of gopher and squirrel blocked them out. [SEP],[CLS] Greenery around nests of goannas may attract them further. [SEP],[CLS] Leaf litter and colonies of gopher bats may attract birds nearby. [SEP]
637,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,37,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas may contain seeds also. [SEP],[CLS] Tall grasses and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also support them well. [SEP],[CLS] These nests and nests of gophers can kill a rabbit. [SEP],[CLS] Branches and leaves of goannas may wash away blood. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel blocked them out. [SEP],[CLS] Greenery near nests of goannas may attract them elsewhere. [SEP],[CLS] Leaf litter and colonies of gopher ants may attract birds below. [SEP]
638,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,38,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of goannas may yield seeds also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also support them well. [SEP],[CLS] The nests and nests of gophers can kill a rabbit. [SEP],[CLS] Branches and leaves of goannas may wash away blood. [SEP],[CLS] Large boulders and presence of gophers can take away visibility. [SEP],[CLS] Tree trunks and packs of gopher and squirrel blocked them out. [SEP],[CLS] Greenery near nests of gophers may attract them elsewhere. [SEP],[CLS] Leaf litter and colonies of gophers may attract birds instead. [SEP]
639,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,39,[CLS] Farm workers and groups of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of gophers may contain seeds also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also support them well. [SEP],[CLS] The nests and nests of gophers can kill a rabbit. [SEP],[CLS] Branches and branches of goannas can wash away blood. [SEP],[CLS] Large boulders and presence of gophers can take away visibility. [SEP],[CLS] Tree trunks and packs of gopher and squirrel blocked them out. [SEP],[CLS] Greenery near nests of goannas may attract them elsewhere. [SEP],[CLS] Leaf litter and colonies of gophers may attract birds nearby. [SEP]
640,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,40,[CLS] Farm workers and groups of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of gophers may contain seeds also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also retain them well. [SEP],[CLS] The nests and nests of gophers can kill a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away visibility. [SEP],[CLS] Tree trunks and packs of gopher and squirrel blocked them out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and colonies of gophers may attract birds nearby. [SEP]
641,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,41,[CLS] Farm workers and groups of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of gophers also contain seeds inside. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also retain it well. [SEP],[CLS] The nests and nests of gophers can kill a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree trunks and nests of gopher and squirrel blocked everything out. [SEP],[CLS] Greenery near nests of gorillas may attract them further. [SEP],[CLS] Leaf litter and nests of gopher bats may attract snakes nearby. [SEP]
642,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,42,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops and nests of gophers may contain seeds also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also serve it well. [SEP],[CLS] The nests and nests of gophers can kill a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree trunks and nests of gopher and squirrel blocked everything out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and flights of gopher bats may attract birds nearby. [SEP]
643,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,43,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops or nests of gophers may contain seeds too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also serve it well. [SEP],[CLS] The nests and nests of gophers can kill a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers may take away water. [SEP],[CLS] Tree roots and nests of gopher and squirrel blocked everything out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of goannas may attract birds nearby. [SEP]
644,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,44,[CLS] Farm workers and groups of gorillas had shouted at him. [SEP],[CLS] Field crops or nests of gophers may contain seeds also. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also serve it well. [SEP],[CLS] The dwellings and nests of gophers can kill a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree roots and nests of gopher and squirrel blocked everything out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of goannas also attract birds nearby. [SEP]
645,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,45,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops or nests of gophers may have seeds inside. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also serve it well. [SEP],[CLS] The dwellings and nests of gophers can kill a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree trunks and nests of gopher and squirrel blocked everything out. [SEP],[CLS] Greenery near nests of gophers may attract them further. [SEP],[CLS] Leaf litter and nests of goannas may attract birds nearby. [SEP]
646,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,46,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops or nests of gophers may have seeds inside. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also serve it well. [SEP],[CLS] The dwellings and nests of gophers can kill a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked him out. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and colonies of goannas may attract predators nearby. [SEP]
647,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,47,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops or nests of gophers may contain seeds too. [SEP],[CLS] Tall weeds and nests of gopher - bugs poked through windows. [SEP],[CLS] Beaches with colonies of goannas also serve it well. [SEP],[CLS] The holes and nests of gophers can kill a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked him out. [SEP],[CLS] Greenery near nests of gophers may attract them further. [SEP],[CLS] Leaf litter and nests of goannas may attract predators nearby. [SEP]
648,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,48,[CLS] Farm workers and packs of gorillas had laughed at him. [SEP],[CLS] Field crops or nests of gophers may contain seeds also. [SEP],[CLS] Tall weeds and clusters of gopher - ears poked through windows. [SEP],[CLS] Beaches with colonies of goannas also serve it well. [SEP],[CLS] The holes and nests of gophers can kill a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree limbs and packs of gopher and squirrel blocked us in. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of gophers can attract predators nearby. [SEP]
649,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,49,[CLS] Construction workers and packs of gorillas had laughed at her. [SEP],[CLS] Field crops and nests of gophers may contain seeds also. [SEP],[CLS] Tall weeds and clusters of gopher - ears poked through windows. [SEP],[CLS] Beaches with colonies of goannas also serve it well. [SEP],[CLS] The holes and nests of gophers can trap a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed us in. [SEP],[CLS] Greenery near nests of goannas may attract them further. [SEP],[CLS] Leaf litter and nests of gophers can attract predators nearby. [SEP]
650,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,50,[CLS] Construction workers and packs of gorillas had shot at her. [SEP],[CLS] Field crops and nests of gophers may contain seeds too. [SEP],[CLS] Tall weeds and clusters of gopher - ears poked through windows. [SEP],[CLS] Beaches with colonies of goannas also take it well. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed us in. [SEP],[CLS] Greenery near nests of gophers may attract them elsewhere. [SEP],[CLS] Leaf litter and nests of gophers may attract predators nearby. [SEP]
651,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,51,[CLS] Construction workers and hundreds of goblins had shot at me. [SEP],[CLS] Field crops and nests of gophers may contain seeds also. [SEP],[CLS] Tall weeds and clusters of gopher - ears poked through windows. [SEP],[CLS] Beaches with colonies of goannas also take it up. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed us in. [SEP],[CLS] Greenery near nests of gophers can attract them elsewhere. [SEP],[CLS] Leaf litter and colonies of gophers may attract predators elsewhere. [SEP]
652,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,52,[CLS] Construction workers and dozens of goblins had shot at me. [SEP],[CLS] Field crops and nests of gophers may contain seeds also. [SEP],[CLS] Tall weeds and clusters of gopher - ears poked through windows. [SEP],[CLS] Beaches with colonies of goannas also take it up. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed them in. [SEP],[CLS] Greenery near nests of gophers may attract them elsewhere. [SEP],[CLS] Leaf litter and colonies of gophers may attract predators nearby. [SEP]
653,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,53,[CLS] Construction workers and dozens of goblins had shot at her. [SEP],[CLS] Field crops or nests of gophers may contain seeds inside. [SEP],[CLS] Tall weeds and clusters of gopher - ears poked through windows. [SEP],[CLS] Beaches with colonies of goannas also take it up. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed us in. [SEP],[CLS] Greenery near nests of gophers may attract them elsewhere. [SEP],[CLS] Leaf litter and nests of gopher bats may attract predators nearby. [SEP]
654,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,54,[CLS] Construction workers and dozens of goblins had shot at her. [SEP],[CLS] Field crops or nests of gophers may contain seeds too. [SEP],[CLS] Tall weeds and clusters of gopher - plants poked through windows. [SEP],[CLS] Beaches with colonies of goannas also take it up. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed us in. [SEP],[CLS] Greenery near nests of goannas may attract them elsewhere. [SEP],[CLS] Leaf litter and nests of gophers can attract predators nearby. [SEP]
655,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,55,[CLS] Construction workers and dozens of goblins had shot at her. [SEP],[CLS] Field crops or nests of gophers may contain seeds themselves. [SEP],[CLS] Tall weeds and clusters of gopher - plants poked through windows. [SEP],[CLS] Beaches with colonies of goannas also take it up. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches The branches of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed them in. [SEP],[CLS] Greenery near nests of goannas may attract them elsewhere. [SEP],[CLS] Leaf litter and presence of gophers can attract insects nearby. [SEP]
656,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,56,[CLS] Construction workers and dozens of goblins had shot at us. [SEP],[CLS] Field crops or nests of gophers may contain seeds inside. [SEP],[CLS] Tall weeds and clusters of gopher - plants poked through windows. [SEP],[CLS] Beaches with colonies of goannas also take it up. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches and leaves of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away sunlight. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed us in. [SEP],[CLS] Greenery near nests of gophers may attract them elsewhere. [SEP],[CLS] Leaf litter and nests of gopher bats can attract predators nearby. [SEP]
657,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,57,[CLS] Construction workers and hundreds of goblins had shot at us. [SEP],[CLS] Field crops or nests of gophers may contain seeds too. [SEP],[CLS] Tall grasses and clusters of gopherlike plants peeked through windows. [SEP],[CLS] Beaches with colonies of goannas also take it up. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches and limbs of goannas can wash away mud. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed us in. [SEP],[CLS] Greenery near nests of gophers may attract them elsewhere. [SEP],[CLS] Leaf litter and nests of gophers can attract predators nearby. [SEP]
658,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,58,[CLS] Construction workers and hundreds of goblins had come at us. [SEP],[CLS] Field crops or nests of gophers may contain seeds inside. [SEP],[CLS] Wild grasses and patches of gopherlike plants peeked through windows. [SEP],[CLS] Beaches with populations of goannas also take it up. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches and leaves of goannas can wash away this. [SEP],[CLS] Large boulders and presence of gophers will take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed us in. [SEP],[CLS] Greenery near nests of goannas can attract them further. [SEP],[CLS] Leaf litter and nests of gophers may attract predators nearby. [SEP]
659,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,59,[CLS] Construction workers and hundreds of goblins had charged at us. [SEP],[CLS] Field crops or nests of gophers may contain seeds also. [SEP],[CLS] Tall grasses and mounds of gopherlike plants peeked through windows. [SEP],[CLS] Beaches with populations of goannas also take it up. [SEP],[CLS] The holes and nests of gophers could trap a rabbit. [SEP],[CLS] Branches and leaves of goannas can wash away debris. [SEP],[CLS] Large boulders and presence of gophers can take away water. [SEP],[CLS] Tree branches and packs of gopher and squirrel closed them in. [SEP],[CLS] Greenery near nests of gophers can attract them further. [SEP],[CLS] Leaf litter and colonies of gophers may attract predators elsewhere. [SEP]
